url,status,elapsed_s,purpose
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=John%20Tolkin,200,1.31,search:John Tolkin
https://www.transfermarkt.us/john-tolkin/profil/spieler/683812,200,1.32,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Szil%C3%A1rd%20Bokros,200,1.47,search:Szilárd Bokros
https://www.transfermarkt.us/szilard-bokros/profil/spieler/464218,200,1.49,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jack%20Currie,200,1.33,search:Jack Currie
https://www.transfermarkt.us/jack-currie/profil/spieler/841560,200,1.32,profile_verify
https://www.transfermarkt.us/jack-currie/profil/spieler/851972,200,1.93,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Conor%20McCarthy,200,1.65,search:Conor McCarthy
https://www.transfermarkt.us/conor-mccarthy/profil/spieler/382686,200,1.4,profile_verify
https://www.transfermarkt.us/conor-mccarthy/profil/spieler/1187410,200,1.46,profile_verify
https://www.transfermarkt.us/conor-mccarthy/profil/spieler/1228660,200,1.73,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Illaijh%20de%20Ruijter,200,1.37,search:Illaijh de Ruijter
